x3,y3,z3,y,z,zy,v.states,yzstate
43.7781,17.5228,-139.3193,3,4,34,4,344
43.7757,17.5167,-139.3707,3,4,34,4,344
43.7827,17.5136,-139.4084,3,4,34,4,344
43.7757,17.5211,-139.4522,3,4,34,4,344
43.7756,17.5037,-139.4663,3,4,34,4,344
43.7758,17.4806,-139.4829,3,4,34,4,344
43.7736,17.4368,-139.5186,3,4,34,4,344
43.7633,17.3996,-139.5358,3,4,34,4,344
43.7554,17.3813,-139.5643,3,4,34,4,344
43.7529,17.3545,-139.597,3,4,34,4,344
43.7718,17.3341,-139.6409,3,4,34,4,344
43.7626,17.3328,-139.6676,3,4,34,4,344
43.7649,17.2948,-139.7002,3,4,34,4,344
43.7565,17.2345,-139.707,3,4,34,4,344
43.739,17.199,-139.7761,3,4,34,4,344
43.7351,17.1463,-139.828,3,4,34,4,344
43.727,17.1092,-139.8411,3,4,34,4,344
43.7422,17.1236,-139.8564,3,4,34,4,344
43.7366,17.1405,-139.8476,3,4,34,4,344
43.7284,17.1199,-139.8936,3,4,34,4,344
43.7126,17.1544,-139.9087,3,4,34,4,344
43.7038,17.1662,-139.9076,3,4,34,4,344
43.6965,17.1722,-139.9104,3,4,34,4,344
43.6792,17.1601,-139.9174,3,4,34,4,344
43.6718,17.1522,-139.9367,3,4,34,4,344
43.6694,17.1193,-139.9629,3,4,34,4,344
43.6565,17.0997,-139.9754,3,4,34,4,344
43.6391,17.0697,-139.9837,3,4,34,4,344
43.6122,17.0455,-140.0035,3,4,34,4,344
43.5989,17.0085,-140.0279,3,4,34,4,344
43.5888,16.9952,-140.0455,3,4,34,4,344
43.5953,16.9294,-140.0911,3,4,34,4,344
43.5781,16.8987,-140.0769,3,4,34,4,344
43.5607,16.8505,-140.1131,3,4,34,4,344
43.5525,16.7964,-140.1743,3,4,34,4,344
43.5361,16.77,-140.2256,3,4,34,4,344
43.5331,16.776,-140.2669,3,4,34,4,344
43.5275,16.7708,-140.3068,3,4,34,4,344
43.4927,16.7238,-140.3415,3,4,34,4,344
43.4803,16.7546,-140.3542,3,4,34,4,344
43.4881,16.756,-140.432,3,4,34,4,344
43.4915,16.7593,-140.4945,3,4,34,4,344
43.5003,16.7535,-140.5587,3,4,34,4,344
43.4833,16.7451,-140.5776,3,4,34,4,344
43.4733,16.7188,-140.6041,3,4,34,4,344
43.4972,16.7254,-140.6505,3,4,34,4,344
43.5164,16.7265,-140.6864,3,4,34,4,344
43.5267,16.7274,-140.701,3,4,34,4,344
43.5174,16.725,-140.6977,3,4,34,4,344
43.5399,16.7111,-140.7056,3,4,34,4,344
43.5352,16.7152,-140.7351,3,4,34,4,344
43.524,16.725,-140.7337,3,4,34,4,344
43.518,16.7209,-140.7518,3,4,34,4,344
43.5069,16.711,-140.7431,3,4,34,4,344
43.4951,16.713,-140.7284,3,4,34,4,344
43.4654,16.711,-140.733,3,4,34,4,344
43.4401,16.6701,-140.7673,3,4,34,4,344
43.4117,16.6255,-140.7931,3,4,34,4,344
43.3812,16.5962,-140.7829,3,4,34,4,344
43.3597,16.5803,-140.8073,3,4,34,4,344
43.369,16.5911,-140.8348,3,4,34,4,344
43.3821,16.5413,-140.8734,3,4,34,4,344
43.3871,16.5233,-140.9044,3,4,34,4,344
43.378,16.4782,-140.9401,3,4,34,4,344
43.4021,16.4628,-140.9654,3,4,34,4,344
43.4172,16.4725,-141.0087,3,4,34,4,344
43.4333,16.4895,-141.043,3,4,34,4,344
43.4324,16.5297,-141.0093,3,4,34,4,344
43.4439,16.5814,-140.9931,3,4,34,4,344
43.4366,16.5684,-141.0495,3,4,34,4,344
43.4271,16.5973,-141.0575,3,4,34,4,344
43.4158,16.6284,-141.084,3,4,34,4,344
43.4236,16.6103,-141.1069,3,4,34,4,344
43.4425,16.5949,-141.1645,3,4,34,4,344
43.4617,16.5262,-141.2522,3,4,34,4,344
43.4644,16.4262,-141.3184,3,4,34,4,344
43.4774,16.3743,-141.3663,3,4,34,4,344
43.4917,16.359,-141.4124,3,4,34,4,344
43.4991,16.3461,-141.4704,3,4,34,4,344
43.5165,16.3436,-141.5042,3,4,34,4,344
43.5148,16.3662,-141.5273,3,4,34,4,344
43.5191,16.3797,-141.5451,3,4,34,4,344
43.5074,16.4081,-141.5643,3,4,34,4,344
43.4965,16.4692,-141.5526,3,4,34,4,344
43.4747,16.4352,-141.5854,3,4,34,4,344
43.4524,16.4425,-141.5754,3,4,34,4,344
43.4131,16.3903,-141.5835,3,4,34,4,344
43.3793,16.35,-141.6553,3,4,34,4,344
43.3512,16.3044,-141.6868,3,4,34,4,344
43.3334,16.2433,-141.7363,3,4,34,4,344
43.319,16.1788,-141.7874,3,4,34,4,344
43.3067,16.1562,-141.8472,3,4,34,4,344
43.3054,16.1499,-141.8867,3,4,34,4,344
43.2865,16.1362,-141.9033,3,4,34,4,344
43.2758,16.1585,-141.9496,3,4,34,4,344
43.2647,16.0787,-141.9813,3,4,34,4,344
43.2603,16.0121,-141.9986,3,4,34,4,344
43.2466,15.9732,-142.0593,3,4,34,4,344
43.2339,15.9494,-142.0901,3,4,34,4,344
43.2156,15.8684,-142.124,3,4,34,4,344
43.2067,15.778,-142.1655,3,4,34,4,344
43.2109,15.7035,-142.2684,3,4,34,4,344
43.2067,15.6335,-142.2943,3,4,34,4,344
43.1903,15.5678,-142.3394,2,4,24,4,244
43.1724,15.5142,-142.3212,2,3,23,4,234
43.1666,15.4867,-142.3063,3,3,33,4,334
43.1411,15.5124,-142.3209,3,3,33,4,334
43.1187,15.5034,-142.3608,2,3,23,4,234
43.0782,15.461,-142.3631,2,3,23,4,234
43.0759,15.462,-142.4107,2,3,23,4,234
43.0655,15.4216,-142.4641,2,3,23,4,234
43.0669,15.4361,-142.5085,2,3,23,4,234
43.0555,15.4476,-142.5521,2,3,23,4,234
43.0838,15.4869,-142.603,2,3,23,4,234
43.109,15.5189,-142.6164,2,3,23,4,234
43.1218,15.5021,-142.6304,2,3,23,4,234
43.1448,15.5086,-142.6566,2,3,23,4,234
43.1576,15.5538,-142.6886,2,3,23,4,234
43.1703,15.6003,-142.6835,2,3,23,4,234
43.1703,15.6003,-142.6835,2,3,23,4,234
43.1703,15.6003,-142.6835,2,3,23,4,234
43.1668,15.6009,-142.6638,2,3,23,4,234
43.1642,15.6037,-142.6546,2,3,23,4,234
43.1776,15.6289,-142.6432,2,3,23,4,234
43.1849,15.6281,-142.6107,2,4,24,4,244
43.1901,15.6523,-142.5921,2,4,24,4,244
43.2128,15.666,-142.5965,2,4,24,4,244
43.2341,15.6259,-142.6181,2,4,24,4,244
43.2406,15.6177,-142.6428,2,4,24,4,244
43.2417,15.6115,-142.6411,2,4,24,4,244
43.2282,15.5737,-142.5905,2,4,24,4,244
43.2222,15.5188,-142.5488,2,4,24,4,244
43.199,15.5518,-142.5315,2,4,24,4,244
43.1912,15.5773,-142.5187,2,4,24,4,244
43.1828,15.5645,-142.5314,2,4,24,4,244
43.1778,15.5716,-142.5426,2,3,23,4,234
43.1871,15.5684,-142.5779,2,4,24,4,244
43.1798,15.5928,-142.6535,2,4,24,4,244
43.1984,15.6044,-142.6971,2,4,24,4,244
43.2003,15.6371,-142.7417,2,4,24,4,244
43.2193,15.5933,-142.7475,2,4,24,4,244
43.2139,15.5663,-142.7758,2,4,24,4,244
43.2188,15.5259,-142.7849,2,4,24,4,244
43.2192,15.5093,-142.7673,2,4,24,4,244
43.2463,15.5152,-142.7881,2,4,24,4,244
43.2529,15.5386,-142.7895,2,4,24,4,244
43.2633,15.5411,-142.8078,2,4,24,4,244
43.2685,15.5284,-142.8157,2,4,24,4,244
43.2671,15.5242,-142.825,2,4,24,4,244
43.2874,15.5588,-142.8481,2,4,24,4,244
43.2769,15.586,-142.8165,2,4,24,4,244
43.268,15.5826,-142.8248,2,4,24,4,244
43.2655,15.577,-142.8473,2,4,24,4,244
43.2586,15.5491,-142.8748,2,4,24,4,244
43.2328,15.4891,-142.8857,2,4,24,4,244
43.213,15.4222,-142.9183,2,4,24,4,244
43.1621,15.357,-142.9132,2,3,23,4,234
43.145,15.284,-142.9263,2,3,23,4,234
43.1309,15.2711,-142.9402,2,3,23,4,234
43.1097,15.2377,-142.9591,2,3,23,4,234
43.0966,15.2441,-142.9396,2,3,23,4,234
43.0889,15.2774,-142.8969,2,3,23,4,234
43.107,15.3,-142.9096,2,3,23,4,234
43.1063,15.3071,-142.913,2,3,23,4,234
43.1307,15.3271,-142.9521,2,3,23,4,234
43.1311,15.353,-142.9815,2,3,23,4,234
43.1581,15.3693,-143.0273,2,3,23,4,234
43.163,15.418,-142.9724,2,3,23,4,234
43.171,15.4584,-142.9368,2,3,23,4,234
43.1888,15.4819,-142.9117,2,4,24,4,244
43.2076,15.4906,-142.9388,2,4,24,4,244
43.2231,15.5062,-142.9558,2,4,24,4,244
43.2193,15.5032,-142.9434,2,4,24,4,244
43.2204,15.4962,-142.941,2,4,24,4,244
43.2006,15.4854,-142.9138,2,4,24,4,244
43.1802,15.454,-142.9225,2,4,24,4,244
43.1515,15.3982,-142.9363,2,3,23,4,234
43.0786,15.2726,-142.9671,2,3,23,4,234
43.0273,15.1615,-142.9882,2,3,23,4,234
42.9792,15.0722,-143.0064,2,3,23,4,234
42.9709,15.0226,-143.0105,2,3,23,4,234
42.9769,15.0376,-143.0239,2,3,23,4,234
42.9956,15.1094,-143.0061,2,3,23,4,234
43.0347,15.1767,-142.9668,2,3,23,4,234
43.0614,15.2304,-142.9686,2,3,23,4,234
43.1043,15.278,-142.9669,2,3,23,4,234
43.1428,15.3015,-142.9828,2,3,23,4,234
43.1811,15.3851,-142.9591,2,4,24,4,244
43.2215,15.4338,-142.9761,2,4,24,4,244
43.2692,15.5166,-142.9761,2,4,24,4,244
43.2999,15.5527,-142.9932,2,4,24,4,244
43.303,15.5627,-143.0003,2,4,24,4,244
43.318,15.5972,-143.0067,2,4,24,4,244
43.317,15.6249,-143.0128,2,4,24,4,244
43.3164,15.655,-142.9911,2,4,24,4,244
43.3124,15.6532,-142.9916,2,4,24,4,244
43.2766,15.612,-142.9941,2,4,24,4,244
43.2604,15.5812,-143.004,2,4,24,4,244
43.2344,15.5023,-143.0663,2,4,24,4,244
43.2123,15.4609,-143.1469,2,4,24,4,244
43.1988,15.4152,-143.2061,2,4,24,4,244
43.1729,15.399,-143.2479,2,3,23,4,234
43.1655,15.3879,-143.2306,2,3,23,4,234
43.1518,15.3257,-143.2445,2,3,23,4,234
43.1312,15.3126,-143.2652,2,3,23,4,234
43.1366,15.3271,-143.3008,2,3,23,4,234
43.1223,15.2935,-143.2941,2,3,23,4,234
43.1314,15.28,-143.2691,2,3,23,4,234
43.1345,15.2948,-143.2866,2,3,23,4,234
43.1302,15.3019,-143.3279,2,3,23,4,234
43.1263,15.2878,-143.3458,2,3,23,4,234
43.1297,15.2922,-143.3826,2,3,23,4,234
43.1191,15.2653,-143.3771,2,3,23,4,234
43.1066,15.2497,-143.3677,2,3,23,4,234
43.1089,15.2284,-143.3811,2,3,23,4,234
43.1189,15.246,-143.4062,2,3,23,4,234
43.1297,15.2471,-143.4085,2,3,23,4,234
43.1561,15.3035,-143.3997,2,3,23,4,234
43.1613,15.3405,-143.4074,2,3,23,4,234
43.1844,15.3509,-143.4022,2,4,24,4,244
43.2097,15.3422,-143.3822,2,4,24,4,244
43.226,15.3772,-143.4531,2,4,24,4,244
43.2373,15.4168,-143.4901,2,4,24,4,244
43.222,15.4205,-143.5074,2,4,24,4,244
43.1997,15.3699,-143.5334,2,4,24,4,244
43.1687,15.3195,-143.5356,2,3,23,4,234
43.1511,15.3347,-143.5838,2,3,23,4,234
43.1548,15.33,-143.5668,2,3,23,4,234
43.1667,15.3607,-143.5929,2,3,23,4,234
43.1709,15.3839,-143.5992,2,3,23,4,234
43.1438,15.3874,-143.5961,2,3,23,4,234
43.0934,15.3526,-143.6104,2,3,23,4,234
43.0717,15.3096,-143.6706,2,3,23,4,234
43.0281,15.2584,-143.6451,2,3,23,4,234
43,15.2256,-143.677,2,3,23,4,234
42.9545,15.1996,-143.6939,2,3,23,4,234
42.9112,15.1537,-143.6903,2,3,23,4,234
42.8657,15.1073,-143.7066,2,3,23,3,233
42.8214,15.0562,-143.7328,2,3,23,3,233
42.7784,15.0591,-143.7326,2,3,23,3,233
42.7542,15.0793,-143.744,2,3,23,3,233
42.7294,15.1041,-143.7657,2,3,23,3,233
42.7033,15.1356,-143.7386,2,3,23,3,233
42.6618,15.17,-143.7643,2,3,23,3,233
42.638,15.2093,-143.8082,2,3,23,3,233
42.6176,15.2543,-143.8427,2,3,23,3,233
42.5646,15.3296,-143.8625,2,3,23,3,233
42.5242,15.5016,-143.8519,2,3,23,3,233
42.5054,15.6583,-143.8182,2,3,23,3,233
42.4931,15.724,-143.7442,2,3,23,3,233
42.4981,15.6806,-143.7137,2,3,23,3,233
42.5107,15.643,-143.7537,2,3,23,3,233
42.5492,15.6235,-143.8071,2,3,23,3,233
42.6094,15.6716,-143.8331,2,3,23,3,233
42.6388,15.7878,-143.795,2,3,23,3,233
42.6591,15.8851,-143.7744,2,3,23,3,233
42.6449,15.9536,-143.7289,2,3,23,3,233
42.6647,15.9459,-143.7484,2,3,23,3,233
42.6819,15.9538,-143.7435,2,3,23,3,233
42.6408,15.8934,-143.7856,2,3,23,3,233
42.6036,15.8007,-143.7622,2,3,23,3,233
42.5479,15.708,-143.7283,2,3,23,3,233
42.5064,15.6494,-143.722,2,3,23,3,233
42.4668,15.6107,-143.7148,2,3,23,3,233
42.4526,15.5619,-143.7049,2,3,23,3,233
42.4527,15.5801,-143.733,2,3,23,3,233
42.4647,15.5945,-143.7761,2,3,23,3,233
42.4846,15.66,-143.8027,2,3,23,3,233
42.5223,15.7032,-143.8369,2,3,23,3,233
42.58,15.7397,-143.8486,2,3,23,3,233
42.6243,15.8094,-143.871,2,3,23,3,233
42.6598,15.8375,-143.8671,2,3,23,3,233
42.6722,15.8292,-143.8889,2,3,23,3,233
42.6822,15.8098,-143.8728,2,3,23,3,233
42.703,15.7979,-143.8683,2,3,23,3,233
42.7484,15.8528,-143.9184,2,3,23,3,233
42.7588,15.8347,-143.9363,2,3,23,3,233
42.7918,15.8934,-143.9443,2,3,23,3,233
42.8433,15.957,-143.9618,2,3,23,3,233
42.8834,16.0432,-143.9833,2,3,23,3,233
42.9279,16.1016,-143.9529,2,3,23,3,233
42.9803,16.1449,-144.0214,2,3,23,3,233
43.0133,16.1792,-144.0664,2,3,23,3,233
43.0629,16.1948,-144.0958,2,3,23,3,233
43.1043,16.2548,-144.1125,2,3,23,3,233
43.1084,16.2564,-144.1321,2,3,23,3,233
43.1097,16.2201,-144.1472,2,3,23,3,233
43.0993,16.2215,-144.1513,2,3,23,3,233
43.0914,16.2209,-144.1743,2,3,23,3,233
43.1357,16.2642,-144.1878,2,3,23,3,233
43.1742,16.3029,-144.2261,2,3,23,3,233
43.1879,16.2634,-144.2172,2,4,24,3,243
43.2067,16.2602,-144.2696,2,4,24,3,243
43.2123,16.2004,-144.2864,2,4,24,3,243
43.1867,16.1382,-144.2601,2,4,24,3,243
43.1517,16.1177,-144.2491,2,3,23,3,233
43.1282,16.0967,-144.2227,2,3,23,3,233
43.1226,16.0686,-144.184,2,3,23,3,233
43.0938,15.9596,-144.1655,2,3,23,3,233
43.0731,15.8686,-144.1254,2,3,23,3,233
43.0508,15.8002,-144.122,2,3,23,3,233
43.0265,15.7817,-144.1122,2,3,23,3,233
42.9947,15.7468,-144.1011,2,3,23,3,233
42.9604,15.721,-144.0464,2,3,23,3,233
42.9382,15.7113,-144.0407,2,3,23,3,233
42.9266,15.7013,-144.084,2,3,23,3,233
42.9241,15.7441,-144.1183,2,3,23,3,233
42.9126,15.7624,-144.1252,2,3,23,3,233
42.9101,15.7993,-144.1265,2,3,23,3,233
42.9042,15.8121,-144.1301,2,3,23,3,233
42.9127,15.8357,-144.1163,2,3,23,3,233
42.9129,15.8808,-144.0919,2,3,23,3,233
42.9345,15.9917,-144.049,2,3,23,3,233
42.9428,16.1438,-144.037,2,3,23,3,233
42.9848,16.3132,-144.0674,2,3,23,3,233
43.0238,16.4005,-144.1076,2,3,23,3,233
43.0598,16.5009,-144.128,2,3,23,3,233
43.1055,16.5866,-144.1375,2,3,23,3,233
43.121,16.6795,-144.1691,2,3,23,3,233
43.123,16.7663,-144.2536,2,3,23,3,233
43.0828,16.7909,-144.2792,2,3,23,3,233
43.0676,16.7718,-144.29,2,3,23,3,233
43.0357,16.8192,-144.2351,2,3,23,3,233
43.0225,16.8769,-144.2543,2,3,23,3,233
42.989,16.9513,-144.2599,2,3,23,3,233
42.9369,16.9998,-144.3009,2,3,23,3,233
42.9384,17.0349,-144.3407,1,3,13,3,133
42.9574,17.0523,-144.4312,1,3,13,3,133
43.0052,17.0837,-144.5172,1,3,13,3,133
43.0665,17.1072,-144.6488,1,3,13,3,133
43.1177,17.1382,-144.7782,1,3,13,3,133
43.1431,17.1451,-144.8675,1,3,13,3,133
43.1394,17.1815,-144.9363,1,3,13,3,133
43.1404,17.2724,-144.8924,1,3,13,3,133
43.1013,17.3217,-144.8112,1,3,13,3,133
43.0395,17.4048,-144.7377,1,3,13,3,133
42.9943,17.44,-144.7272,1,3,13,3,133
42.9558,17.4254,-144.6909,1,3,13,3,133
42.9383,17.4803,-144.6791,1,3,13,3,133
42.9421,17.5498,-144.6376,1,3,13,3,133
42.9659,17.622,-144.6975,1,3,13,3,133
42.9702,17.6718,-144.763,1,3,13,3,133
42.9813,17.6501,-144.8241,1,3,13,3,133
42.983,17.673,-144.8489,1,3,13,3,133
42.9804,17.6587,-144.9019,1,3,13,3,133
43.0087,17.6658,-144.9682,1,3,13,3,133
43.0411,17.7301,-145.0236,1,3,13,3,133
43.0718,17.8306,-145.0636,1,3,13,3,133
43.1134,17.9268,-145.0565,1,3,13,3,133
43.1362,17.9871,-145.0755,1,3,13,3,133
43.1815,18.0832,-145.0522,1,4,14,3,143
43.2034,18.1365,-145.0763,1,4,14,3,143
43.2452,18.2014,-145.081,1,4,14,3,143
43.313,18.2297,-145.0771,1,4,14,3,143
43.375,18.2632,-145.0688,1,4,14,3,143
43.4053,18.311,-145.0355,1,4,14,3,143
43.4197,18.3712,-145.0209,1,4,14,3,143
43.4619,18.4106,-145.0606,1,4,14,3,143
43.4846,18.4151,-145.0828,1,4,14,3,143
43.498,18.4281,-145.0633,1,4,14,3,143
43.5078,18.4631,-145.0213,1,4,14,3,143
43.537,18.4513,-145.0507,1,4,14,3,143
43.5284,18.4515,-145.0195,1,4,14,3,143
43.5299,18.4275,-145.0233,1,4,14,3,143
43.5216,18.4257,-145.0757,1,4,14,3,143
43.5479,18.4171,-145.1006,1,4,14,3,143
43.5441,18.4089,-145.0994,1,4,14,3,143
43.5093,18.3882,-145.0992,1,4,14,3,143
43.4714,18.3441,-145.1013,1,4,14,3,143
43.4512,18.307,-145.1153,1,4,14,3,143
43.4536,18.3112,-145.1303,1,4,14,3,143
43.4548,18.3186,-145.1324,1,4,14,3,143
43.4446,18.346,-145.1528,1,4,14,3,143
43.442,18.3782,-145.169,1,4,14,3,143
43.4474,18.4012,-145.1768,1,4,14,3,143
43.4436,18.4901,-145.205,1,4,14,3,143
43.411,18.5799,-145.1981,1,4,14,3,143
43.3997,18.6692,-145.2395,1,4,14,3,143
43.4178,18.8088,-145.2156,1,4,14,3,143
43.4407,18.9775,-145.2084,1,4,14,3,143
43.4535,19.0924,-145.1934,1,4,14,3,143
43.486,19.1789,-145.1885,1,4,14,3,143
43.4762,19.2707,-145.2343,1,4,14,3,143
43.4537,19.3381,-145.2607,1,4,14,3,143
43.4535,19.359,-145.3004,1,4,14,3,143
43.4037,19.4008,-145.3075,1,4,14,3,143
43.3524,19.3638,-145.3233,1,4,14,3,143
43.3043,19.325,-145.2998,1,4,14,3,143
43.2579,19.3116,-145.2494,1,4,14,3,143
43.2334,19.3271,-145.2585,1,4,14,3,143
43.1794,19.3468,-145.1979,1,4,14,3,143
43.1217,19.3461,-145.1723,1,3,13,3,133
43.102,19.3734,-145.1745,1,3,13,3,133
43.0388,19.349,-145.1614,1,3,13,3,133
42.9495,19.2718,-145.1884,1,3,13,3,133
42.8602,19.1949,-145.2311,1,3,13,3,133
42.8015,19.1217,-145.3005,1,3,13,2,132
42.7155,19.065,-145.3388,1,3,13,2,132
42.6531,19.0666,-145.4063,1,3,13,2,132
42.6226,19.0279,-145.4005,1,3,13,2,132
42.6059,19.0212,-145.4513,1,3,13,2,132
42.5795,19.0315,-145.4997,1,3,13,2,132
42.5731,19.0257,-145.5752,1,3,13,2,132
42.5266,18.9929,-145.5822,1,3,13,2,132
42.5075,19.0282,-145.604,1,3,13,2,132
42.5038,19.0932,-145.5931,1,3,13,2,132
42.4761,19.1246,-145.5998,1,3,13,2,132
42.4701,19.152,-145.6363,1,3,13,2,132
42.4456,19.2011,-145.6009,1,3,13,2,132
42.419,19.2335,-145.6051,1,3,13,2,132
42.3954,19.2451,-145.5817,1,3,13,2,132
42.382,19.2507,-145.5781,1,2,12,2,122
42.3858,19.2562,-145.6307,1,2,12,2,122
42.3918,19.2771,-145.6122,1,2,12,2,122
42.3878,19.2882,-145.6232,1,2,12,2,122
42.4002,19.3183,-145.6605,1,3,13,2,132
42.4139,19.3638,-145.6839,1,3,13,2,132
42.4285,19.4318,-145.7008,1,3,13,2,132
42.4564,19.4781,-145.6851,1,3,13,2,132
42.4596,19.5207,-145.6375,1,3,13,2,132
42.4888,19.5794,-145.623,1,3,13,2,132
42.4706,19.602,-145.6221,1,3,13,2,132
42.4617,19.5757,-145.6223,1,3,13,2,132
42.4412,19.569,-145.6327,1,3,13,2,132
42.4434,19.6104,-145.679,1,3,13,2,132
42.4303,19.614,-145.6867,1,3,13,2,132
42.4608,19.6162,-145.7141,1,3,13,2,132
42.5046,19.6256,-145.7497,1,3,13,2,132
42.5564,19.6621,-145.7531,1,3,13,2,132
42.5776,19.7072,-145.7375,1,3,13,2,132
42.6025,19.7352,-145.694,1,3,13,2,132
42.6061,19.7432,-145.6371,1,3,13,2,132
42.5795,19.7776,-145.5816,1,3,13,2,132
42.5957,19.8403,-145.5029,1,3,13,2,132
42.6214,19.8817,-145.4409,1,3,13,2,132
42.6461,19.9356,-145.4411,1,3,13,2,132
42.6588,19.993,-145.4247,1,3,13,2,132
42.6655,19.9633,-145.4716,1,3,13,2,132
42.6698,19.9375,-145.6797,1,3,13,2,132
42.6894,19.9252,-145.8669,1,3,13,2,132
42.7094,19.9816,-146.0499,1,3,13,2,132
42.739,20.0463,-146.1731,1,3,13,2,132
42.7476,20.0846,-146.3084,1,3,13,2,132
42.7816,20.1569,-146.3258,1,3,13,2,132
42.7796,20.1693,-146.3352,1,3,13,2,132
42.7503,20.1856,-146.3454,1,3,13,2,132
42.7285,20.235,-146.3334,1,3,13,2,132
42.7047,20.2966,-146.2497,1,3,13,2,132
42.7247,20.38,-146.1708,1,3,13,2,132
42.7535,20.4167,-146.1558,1,3,13,2,132
42.7149,20.4198,-146.1477,1,3,13,2,132
42.6893,20.3746,-146.1501,1,3,13,2,132
42.6458,20.3231,-146.0253,1,3,13,2,132
